language,channel,title,video_url,date,views,subs,ratio,velocity_day,group_cases,retention_proxy,viral_score_public,score_view_ratio,score_velocity,score_repeatability,score_retention,hook,conflict,ending,neighbor,quality
ru,"ИИ Сериалы (AI Series), URL канала: https://www.youtube.com/@Al-sEriesSS",2 серия Хроники потерянной секунды,https://www.youtube.com/watch?v=Bpg3oPMg9IM,не найдено,1700.0,17.0,100.0,,4,0.9714285714285714,74.6,25.0,0.0,20,14.571428571428571,"после короткой заставки мальчик Лео испуганно смотрит вверх, из чёрного дыма появляется гигантская теневая когтистая рука со светящимися шестерёнками, звучит реплика «А что это?!»","Лео неправильно повернул ключ карманных часов, не остановил время, а украл секунду и открыл дверь для голодной тёмной сущности Лорда Ноля","пол трескается, из разломов к часам тянутся чёрные руки, звучит угроза «Вор, верни время», затем клиффхэнгер «ПРОДОЛЖЕНИЕ СЛЕДУЕТ...»",https://www.youtube.com/shorts/oAHFV0URwZg,"среднее — заголовок, канал, подписчики, просмотры и длительность подтверждены открытыми страницами YouTube; точная дата публикации на доступном срезе не отображалась, а сюжетные поля проверены анализом доступного публичного видео."
ru,ИИ Сериалы (AI Series) — https://www.youtube.com/@Al-sEriesSS,Хроники потерянной секунды 1 серия,https://www.youtube.com/watch?v=oAHFV0URwZg,2026-04-29,1750.0,17.0,102.94117647058825,15.350877192982455,4,0.9714285714285714,72.6,25.0,3.033852641703725,20,14.571428571428571,"вертикальная заставка «Хроники потерянной секунды», «1 серия», затем мальчик-подросток и девочка Маи тянут друг у друга золотые карманные часы","Лео пытается забрать у Маи дедушкины часы, после чего бытовой спор переходит в мистическую угрозу","в дверном проёме появляется чёрный дымовой портал и гигантская когтистая рука из чёрной материи и часовых шестерёнок, звучит «Время вышло, вор...», затем титр «ПРОДОЛЖЕНИЕ СЛЕДУЕТ...»",https://www.youtube.com/shorts/Bpg3oPMg9IM,"высокое — заголовок, канал, URL канала, дата, точные просмотры и подписчики подтверждены публичными страницами YouTube; длительность не отображалась, поэтому отмечена как «не найдено»."
ru,"ИИ Сериалы (AI Series) (@Al-sEriesSS), URL канала: https://www.youtube.com/channel/UC3jiA7oD33682xW2T4AzbOQ",Ии сериал Хроники потерянной секунды:Обратный отсчёт 3 серия #shorts#3d#shortvideo#,https://www.youtube.com/watch?v=rwQpCR88ohM,не найдено,885.0,17.0,52.05882352941177,,4,0.9714285714285714,66.0,21.456179366494393,0.0,20,14.571428571428571,"в первые 1–3 секунды Лео держит светящиеся голубым светом карманные часы, а говорящий лисёнок обвиняет его в «украденной секунде»","Лео запускает механизм часов, начинается магическая катастрофа, Майя уменьшается, а в комнате появляется приближающийся силуэт рогатого монстра","дети и лисёнок остаются в темноте, звучит злодейский смех, экран гаснет с надписью «ПРОДОЛЖЕНИЕ СЛЕДУЕТ...»",https://www.youtube.com/shorts/Bpg3oPMg9IM,"среднее — название, канал, URL канала, просмотры, подписчики, серийность и соседний эпизод подтверждены открытыми страницами YouTube/oEmbed, длительность и сюжет — анализом самого видео, а дата публикации не была публично подтверждена."
ru,Яндекс Go (https://www.youtube.com/@yandextaxi),Мини-сериал Алиса | S1E1 | Женщина за рулем,https://www.youtube.com/watch?v=HDnETOL-xJE,2020-04-16,324921.0,51800.0,6.2726061776061774,140.1729939603106,4,0.8716611114701728,58.4,9.968100267934311,5.374379063040045,20,13.074916672052591,"в первые 1–3 секунды наблюдаются чёрный экран, маркировка «12+» и логотипы, сюжетное действие начинается позднее","водительница Саша скрывает женскую идентичность под мужским образом, сталкиваясь с грубостью пассажира и гендерными стереотипами, а затем с конфликтом с Женей","Саша и Женя мирятся и целуются, Саша обращается к Алисе, после чего появляется сообщение Алисы «Я не буду на это смотреть!» и начинаются титры",https://www.youtube.com/watch?v=Btg5rD3AAqk,"высокое — метаданные, канал и серийность подтверждены открытой страницей YouTube и плейлистом, сюжетные поля дополнительно проверены анализом самого ролика, а независимый трекер не найден."
ru,Яндекс Go (URL канала: https://www.youtube.com/@yandextaxi),Мини-сериал Алиса | S1E2 | Машина юмора,https://www.youtube.com/watch?v=Btg5rD3AAqk,2020-04-16,283221.0,51800.0,5.467586872586873,122.18334771354615,4,0.8716611114701728,57.5,9.222446151481542,5.226380006484224,20,13.074916672052591,"в первые 1–3 секунды — чёрный экран с маркировкой «12+», затем логотипы Яндекс Такси, MEDIALAB, screenlife, BAZELEVS и SXSW 2020 Film Festival","водитель такси Егор, начинающий стендапер, оказывается остановлен полицейским, а его провокационные шутки обостряют ситуацию","Егор понимает, что стал жертвой розыгрыша собственного бортового ИИ, злится и угрожает судом, а Алиса иронизирует над ним; начинаются финальные титры",https://www.youtube.com/watch?v=nT20jRkkM9A,"высокое — заголовок, канал, URL канала, дата, просмотры, подписчики, длительность и серийность подтверждены открытыми страницами YouTube; сюжетные поля проверены по доступному анализу самого ролика, а точное число подписчиков и просмотров отражает публичный срез страницы на 21.08.2026."
ru,"Кристина Сейтягьяева (@КристинаСейтягьяева-з7х), URL канала: https://www.youtube.com/@КристинаСейтягьяева-з7х/shorts",Винни Пух день забот. 5 серия. Майнкрафт анимация. Animations Minecraft · @NAIZISHOW,https://www.youtube.com/shorts/NuzGHkMd8v0,2026-05-22,1200.0,5.0,240.0,13.186813186813186,1,,52.9,25.0,2.879712124863317,15,0.0,"в первые 1–3 секунды кот во дворе, стоя на задних лапах и опираясь передними на синий пластиковый бидон, засовывает голову в узкое горлышко; звучит русская реплика Винни-Пуха о чайной ложечке и пустом горшке","кот пытается исследовать содержимое бидона или достать что-то из него, удерживая неудобную позу","примерно на 30-й секунде кот снова вытаскивает голову, смотрит вправо, и ролик заканчивается",https://www.youtube.com/shorts/GwDQGQNwRo8,"среднее — заголовок, канал, дата, подписчики, просмотры, Shorts-статус и соседние URL подтверждены открытыми страницами YouTube, длительность и сюжет — визуальным анализом доступного ролика, но страница самого видео частично показывала Video unavailable и независимый трекер не найден."
ru,"Jokes of the 13th school (ПРИКОЛЫ 13й ШКОЛЫ), URL канала: https://www.youtube.com/@schooljokes","SHOCK! HE MADE IT INTO THE RECORD BOOKS! 🥳 Tasty treats during break \""Pranks of School 13\"" (Episo... [точное продолжение заголовка публично не раскрыто в доступном интерфейсе]",https://www.youtube.com/watch?v=VMgn8zKPR5U,не найдено,166.0,8350.0,0.019880239520958,,4,0.9015748031496063,48.5,0.0,0.0,20,13.523622047244094,"в первые 1–3 секунды девочка с двумя косичками и мальчик в белых школьных рубашках сидят за партой, девочка активно говорит и жестикулирует","три независимых юмористических школьных скетча — проблема с бутылкой кефира, спор об опасном рекорде и проверка директора, осложнённая неработающими ручками","ведущие возвращаются в кадр, прощаются, машут в камеру и анонсируют новые серии через неделю, затем появляется графическая заставка и копирайт",https://www.youtube.com/watch?v=E691Clj3uF0,"среднее — заголовок, канал, просмотры, подписчики, длительность, серийность и соседние эпизоды подтверждены открытыми страницами YouTube, но точная дата и полное окончание заголовка недоступны, а сюжетные поля подтверждены анализом публичного видеоряда."
ru,Jokes of the 13th school,"THE WORST COMPLIMENT IN THE WORLD! 🤯 Battle for circus tickets and a shock in art class \""Pranks of School 13\""",https://www.youtube.com/watch?v=L8O1orezI3s,2026-07-21,254.0,8350.0,0.0304191616766467,8.193548387096774,4,0.9015748031496063,47.9,0.0,2.408707915435594,20,13.523622047244094,"в первые 1–3 секунды две школьницы в белых рубашках сидят за партой лицом к камере, приветствуют зрителя и жестикулируют","единый сквозной конфликт не найдено — выпуск состоит из трёх независимых юмористических скетчей о цирковых билетах, рисунке на уроке и неудачном комплименте","ведущие-школьницы возвращаются в кадр, подводят итог, смеются и произносят название сериала, мальчики на заднем плане возмущённо просят замолчать, затем прощание, логотип и титры",https://www.youtube.com/watch?v=VMgn8zKPR5U,"высокое — прямые страницы YouTube подтверждают заголовок, канал, URL канала, просмотры, подписчиков, дату через индексированную страницу, длительность, плейлист и соседние эпизоды; сюжетные поля подтверждены анализом самого публичного видео, но точная транскрипция диалогов не использовалась."
ru,"Jokes of the 13th school (@schooljokes), URL канала: https://www.youtube.com/@schooljokes","POSED AS A TEACHER! 🤯 Nastya Zavadskaya declared WAR and an obtuse angle (Episode 298) \""Pranks of School 13\""",https://www.youtube.com/watch?v=eQVefCEDS1Q,2026-07-13,229.0,8350.0,0.0274251497005988,5.871794871794871,4,0.9015748031496063,47.6,0.0,2.092675467505724,20,13.523622047244094,"в первые 1–3 секунды девушка-подросток за школьной партой обращается к зрителям по-русски («Привет, ребята! Вы знаете, мы тут как-то посчитали…»), пока на фоне кривляется парень в очках","ролик-альманах из трёх школьных скетчей: ученики не верят новому молодому человеку, что он учитель; учитель требует от Мосина объяснить пустые места и незнание геометрии; ученики обсуждают расставание пары из параллельного класса","ведущие сообщают, что «очередная серия закончилась», прощаются, на фоне продолжаются школьные гэги, затем появляется заставка «Киноцентр Евгения Крыжановского»",https://www.youtube.com/watch?v=ZJV7QsQWyKE,"среднее — заголовок, дата, длительность, просмотры и канал подтверждены открытой выдачей YouTube/страницей канала, а сюжет и серийность проверены анализом самого ролика; прямая страница ролика была ограничена антибот-проверкой, поэтому независимый трекер и точный публичный счётчик на самой watch-странице не подтверждены."
ru,"Bad Vo1ce (@BadVo1ce), URL канала: https://www.youtube.com/@BadVo1ce","Офисно-канцелярская диктатура / Смешные скетчи VLDL (юмор, приколы) #shorts",https://www.youtube.com/shorts/pn9rR8QxSG0,2024-07-11,3134998.0,501000.0,6.257481037924152,4066.1452658884564,1,,44.0,9.954994277969135,9.023224210853547,15,0.0,мужчина в офисе перебирает бумаги и скрепляет документы степлером,"у него заканчиваются скобы, и для получения новых он проходит очередь и абсурдную бюрократическую проверку расхода канцелярии","он возвращается к столу, заряжает единственную скобу и успешно скрепляет документ, после чего охранник снимает маску, обращается к зрителям и рекламирует Telegram-канал",https://www.youtube.com/shorts/8yhLLgtt9rg,"высокое — заголовок, канал, дату, просмотры и длительность подтверждены прямой страницей/структурированными метаданными YouTube, серийность и сюжет сверены с описанием YouTube, независимыми открытыми страницами и анализом связанного видео."
